long,lat,calle_nombre,calle_altura,direccion,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4046661180731,-34.6094883879719,,26,CASTELLI 26,,,,
-58.4046695469185,-34.609443057915,,28,CASTELLI 28,,,,
-58.4047253339341,-34.6066357607189,CASTELLI,294,CASTELLI 294,Balvanera,Comuna 3,1032,C1032AAB
-58.4046381373139,-34.6057825342122,CASTELLI,342,CASTELLI 342,Balvanera,Comuna 3,1032,C1032AAD
-58.4045172272981,-34.6054594250353,CASTELLI,357,CASTELLI 357,Balvanera,Comuna 3,1032,C1032AAC
-58.4336750567073,-34.5961724897522,CASTILLO,418,CASTILLO 418,Villa Crespo,Comuna 15,1414,C1414AWJ
-58.3996951256144,-34.6325819034213,"CASTILLO, CATULO",2568,"CASTILLO, CATULO 2568",Parque Patricios,Comuna 4,1261,C1261ACF
-58.4004591290561,-34.6328214799944,"CASTILLO, CATULO",2616,"CASTILLO, CATULO 2616",Parque Patricios,Comuna 4,1261,C1261ACH
-58.4208724992575,-34.6117790969772,,22,CASTRO BARROS AV. 22,,,,
-58.4050370507464,-34.6194023916227,CATAMARCA,809,CATAMARCA 809,San Cristobal,Comuna 3,1231,C1231AAG
-58.3828777782207,-34.5945707680767,CERRITO,1176,CERRITO 1176,Retiro,Comuna 1,1010,C1010AAX
-58.3829392105996,-34.593201334212,CERRITO,1274,CERRITO 1274,Retiro,Comuna 1,1010,C1010AAZ
-58.3820915596087,-34.6069054510395,CERRITO,134,CERRITO 134,San Nicolas,Comuna 1,1010,C1010AAD
-58.3821179549812,-34.6063338237154,CERRITO,180,CERRITO 180,San Nicolas,Comuna 1,1010,C1010AAD
-58.3820523851076,-34.6077870855296,,80,CERRITO 80,,,,
-58.5088489005906,-34.6221492688132,CERVANTES,1888,CERVANTES 1888,Monte Castro,Comuna 10,1407,C1407BHH
-58.4972501355868,-34.6310756862599,CERVANTES,690,CERVANTES 690,Velez Sarsfield,Comuna 10,1407,C1407BGJ
-58.4054073057817,-34.5814276377712,CERVIÑO AV.,3215,CERVIÑO AV. 3215,Palermo,Comuna 14,1425,C1425AGB
-58.4065052609804,-34.5810319367268,CERVIÑO AV.,3321,CERVIÑO AV. 3321,Palermo,Comuna 14,1425,C1425AGC
-58.4073904768272,-34.5807117734716,CERVIÑO AV.,3405,CERVIÑO AV. 3405,Palermo,Comuna 14,1425,C1425AGD
-58.40862109941,-34.5802639449141,CERVIÑO AV.,3515,CERVIÑO AV. 3515,Palermo,Comuna 14,1425,C1425AGE
-58.410245620046,-34.5796741049951,CERVIÑO AV.,3611,CERVIÑO AV. 3611,Palermo,Comuna 14,1425,C1425AGF
-58.4123698770433,-34.5792217623341,CERVIÑO AV.,3798,CERVIÑO AV. 3798,Palermo,Comuna 14,1425,C1425AGT
-58.4132080273869,-34.5789162327274,CERVIÑO AV.,3892,CERVIÑO AV. 3892,Palermo,Comuna 14,1425,C1425AGU
-58.4134878797573,-34.5785890867151,CERVIÑO AV.,3919,CERVIÑO AV. 3919,Palermo,Comuna 14,1425,C1425AGI
-58.4087367853773,-34.5803296556251,CERVIÑO AV.,3518,CERVIÑO AV. 3518,Palermo,Comuna 14,1425,C1425AGR
-58.4102706147056,-34.5796650300611,CERVIÑO AV.,3615,CERVIÑO AV. 3615,Palermo,Comuna 14,1425,C1425AGF
-58.4477863690017,-34.5680428207099,CESPEDES,2366,CESPEDES 2366,Palermo,Comuna 14,1426,C1426DUF
-58.4484592239524,-34.5686422096235,CESPEDES,2417,CESPEDES 2417,Colegiales,Comuna 13,1426,C1426DUG
-58.4485163624487,-34.5687132873092,CESPEDES,2421,CESPEDES 2421,Colegiales,Comuna 13,1426,C1426DUG
-58.3890854659908,-34.6101981972547,"CEVALLOS, VIRREY",105,"CEVALLOS, VIRREY 105",Monserrat,Comuna 1,1077,C1077AAC
-58.3883348492669,-34.6272593902386,"CEVALLOS, VIRREY",1601,"CEVALLOS, VIRREY 1601",Constitucion,Comuna 1,1135,C1135AAI
-58.3881282483528,-34.6289699664821,"CEVALLOS, VIRREY",1709,"CEVALLOS, VIRREY 1709",Constitucion,Comuna 1,1135,C1135AAK
-58.3888769653394,-34.618777195122,"CEVALLOS, VIRREY",900,"CEVALLOS, VIRREY 900",Constitucion,Comuna 1,1077,C1077AAR
-58.3764029978824,-34.6088198574295,,53,CHACABUCO 53,,,,
-58.3758822862916,-34.6186342770104,CHACABUCO,901,CHACABUCO 901,San Telmo,Comuna 1,1069,C1069AAS
-58.41603768961,-34.588883341545,CHARCAS,3615,CHARCAS 3615,Palermo,Comuna 14,1425,C1425BMW
-58.4180671078597,-34.5873875456138,CHARCAS,3821,CHARCAS 3821,Palermo,Comuna 14,1425,C1425BNA
-58.4224894751838,-34.5840950052029,CHARCAS,4257,CHARCAS 4257,Palermo,Comuna 14,1425,C1425BNI
-58.428321496926,-34.5798578438297,CHARCAS,4910,CHARCAS 4910,Palermo,Comuna 14,1425,C1425BOB
-58.4519237482065,-34.5826571054201,CHARLONE,590,CHARLONE 590,Chacarita,Comuna 15,1427,C1427BXL
-58.4736692453788,-34.6840961521198,"CHILAVERT, MARTINIANO, CORONEL",6121,"CHILAVERT, MARTINIANO, CORONEL 6121",Villa Riachuelo,Comuna 8,1439,C1439CLS
-58.4743695035568,-34.6847253123655,"CHILAVERT, MARTINIANO, CORONEL",6207,"CHILAVERT, MARTINIANO, CORONEL 6207",Villa Riachuelo,Comuna 8,1439,C1439CLU
-58.474463729494,-34.6848104503567,"CHILAVERT, MARTINIANO, CORONEL",6217,"CHILAVERT, MARTINIANO, CORONEL 6217",Villa Riachuelo,Comuna 8,1439,C1439CLU
-58.4751456049846,-34.6854301215486,"CHILAVERT, MARTINIANO, CORONEL",6309,"CHILAVERT, MARTINIANO, CORONEL 6309",Villa Riachuelo,Comuna 8,1439,C1439CLW
-58.4752539572673,-34.6855280071263,"CHILAVERT, MARTINIANO, CORONEL",6331,"CHILAVERT, MARTINIANO, CORONEL 6331",Villa Riachuelo,Comuna 8,1439,C1439CLW
-58.4759156593789,-34.6861247965401,"CHILAVERT, MARTINIANO, CORONEL",6409,"CHILAVERT, MARTINIANO, CORONEL 6409",Villa Riachuelo,Comuna 8,1439,C1439CLY
-58.4766730311907,-34.6868225677882,"CHILAVERT, MARTINIANO, CORONEL",6509,"CHILAVERT, MARTINIANO, CORONEL 6509",Villa Riachuelo,Comuna 8,1439,C1439CMA
-58.4767373712889,-34.6868806883075,"CHILAVERT, MARTINIANO, CORONEL",6515,"CHILAVERT, MARTINIANO, CORONEL 6515",Villa Riachuelo,Comuna 8,1439,C1439CMA
-58.4774995834907,-34.6875692892047,"CHILAVERT, MARTINIANO, CORONEL",6621,"CHILAVERT, MARTINIANO, CORONEL 6621",Villa Riachuelo,Comuna 8,1439,C1439CMC
-58.4782187278737,-34.6882192402251,"CHILAVERT, MARTINIANO, CORONEL",6715,"CHILAVERT, MARTINIANO, CORONEL 6715",Villa Riachuelo,Comuna 8,1439,C1439CME
-58.4782281840247,-34.6882277751116,"CHILAVERT, MARTINIANO, CORONEL",6719,"CHILAVERT, MARTINIANO, CORONEL 6719",Villa Riachuelo,Comuna 8,1439,C1439CME
-58.4790360622595,-34.6889330627409,"CHILAVERT, MARTINIANO, CORONEL",6823,"CHILAVERT, MARTINIANO, CORONEL 6823",Villa Riachuelo,Comuna 8,1439,C1439CMG
-58.3715516487872,-34.6160288707918,CHILE AV.,390,CHILE AV. 390,San Telmo,Comuna 1,1098,C1098AAH
-58.3729613151009,-34.6160539545733,CHILE,492,CHILE 492,San Telmo,Comuna 1,1098,C1098AAJ
-58.3743063351697,-34.6161052594386,CHILE,594,CHILE 594,San Telmo,Comuna 1,1098,C1098AAL
-58.3758421573742,-34.616240576205,CHILE,692,CHILE 692,San Telmo,Comuna 1,1098,C1098AAN
-58.3758671837109,-34.6161827395852,CHILE,699,CHILE 699,Monserrat,Comuna 1,1098,C1098AAM
-58.377407450001,-34.616291281458,CHILE,800,CHILE 800,San Telmo,Comuna 1,1098,C1098AAP
-58.3786803658183,-34.6163809818727,CHILE,890,CHILE 890,Monserrat,Comuna 1,1098,C1098AAR
-58.38007464534,-34.6164446563719,CHILE,990,CHILE 990,Monserrat,Comuna 1,1098,C1098AAT
-58.3705118257662,-34.6159484490246,CHILE AV.,308,CHILE AV. 308,San Telmo,Comuna 1,1098,C1098AAH
-58.4818120048855,-34.6336629162831,,10,CHIVILCOY 10,,,,
-58.485313394745,-34.6260221425096,CHIVILCOY,786,CHIVILCOY 786,Floresta,Comuna 10,1407,C1407AEN
-58.4857871266432,-34.6253636786384,CHIVILCOY,890,CHIVILCOY 890,Floresta,Comuna 10,1407,C1407AEP
-58.4694728437,-34.5824544949624,CHORROARIN AV.,1227,CHORROARIN AV. 1227,Villa Ortuzar,Comuna 15,1427,C1427CXJ
-58.4696146834199,-34.5813129322388,CHORROARIN AV.,1310,CHORROARIN AV. 1310,Villa Ortuzar,Comuna 15,1427,C1427CXX
-58.4694522758954,-34.5803016434828,CHORROARIN AV.,1413,CHORROARIN AV. 1413,Villa Ortuzar,Comuna 15,1427,C1427CXL
-58.4698421514601,-34.5789432394818,CHORROARIN AV.,1498,CHORROARIN AV. 1498,Villa Ortuzar,Comuna 15,1427,C1427CXY
-58.3971188170811,-34.6409290435398,"CHUTRO, PEDRO, PROF., DR.",2605,"CHUTRO, PEDRO, PROF., DR. 2605",Parque Patricios,Comuna 4,1437,C1437IYA
-58.4455031962686,-34.5718795801537,CIUDAD DE LA PAZ,666,CIUDAD DE LA PAZ 666,Colegiales,Comuna 13,1426,C1426AGL
-58.4161813139695,-34.6269218392034,COCHABAMBA,3611,COCHABAMBA 3611,Boedo,Comuna 5,1252,C1252ABK
-58.4015431749554,-34.6250996386695,COCHABAMBA,2577,COCHABAMBA 2577,San Cristobal,Comuna 3,1252,C1252AAO
-58.4015775647554,-34.6251065816631,COCHABAMBA,2579,COCHABAMBA 2579,San Cristobal,Comuna 3,1252,C1252AAO
-58.4021813844682,-34.6252174839006,COCHABAMBA,2615,COCHABAMBA 2615,San Cristobal,Comuna 3,1252,C1252AAQ
-58.4021813844682,-34.6252174839006,COCHABAMBA,2619,COCHABAMBA 2619,San Cristobal,Comuna 3,1252,C1252AAQ
-58.4161045482113,-34.6269133147428,COCHABAMBA,3601,COCHABAMBA 3601,Boedo,Comuna 5,1252,C1252ABK
-58.3714499377032,-34.6230295207639,COCHABAMBA,411,COCHABAMBA 411,San Telmo,Comuna 1,1150,C1150AAE
-58.3714499377032,-34.6230295207639,COCHABAMBA,411,COCHABAMBA 411,San Telmo,Comuna 1,1150,C1150AAE
-58.3715282751514,-34.6230950688963,COCHABAMBA,420,COCHABAMBA 420,San Telmo,Comuna 1,1150,C1150AAF
-58.3728668927164,-34.6231046221028,COCHABAMBA,505,COCHABAMBA 505,San Telmo,Comuna 1,1150,C1150AAG
-58.3743201494321,-34.6232331967479,COCHABAMBA,605,COCHABAMBA 605,San Telmo,Comuna 1,1150,C1150AAI
-58.3743201494321,-34.6232331967479,COCHABAMBA,609,COCHABAMBA 609,San Telmo,Comuna 1,1150,C1150AAI
-58.3743184191232,-34.6232339923665,COCHABAMBA,611,COCHABAMBA 611,San Telmo,Comuna 1,1150,C1150AAI
-58.3757158587413,-34.6233604050703,COCHABAMBA,705,COCHABAMBA 705,San Telmo,Comuna 1,1150,C1150AAK
-58.3757158587413,-34.6233604050703,COCHABAMBA,705,COCHABAMBA 705,San Telmo,Comuna 1,1150,C1150AAK
-58.3788936338293,-34.6236078499794,COCHABAMBA,905,COCHABAMBA 905,Constitucion,Comuna 1,1150,C1150AAO
-58.4161846018243,-34.6556845437677,"COLMO, ALFREDO",3996,"COLMO, ALFREDO 3996",Nueva Pompeya,Comuna 4,1437,C1437HRF
-58.4403385239152,-34.6196143261512,,31,COLPAYO 31,,,,
-58.3922024446716,-34.6273614139049,COMBATE DE LOS POZOS,1601,COMBATE DE LOS POZOS 1601,Parque Patricios,Comuna 4,1245,C1245AAI
-58.4757298623595,-34.6320828436116,,7,CONCORDIA 7,,,,
-58.4809610666408,-34.6218580384187,CONCORDIA,1029,CONCORDIA 1029,Villa Santa Rita,Comuna 11,1407,C1407DIS
-58.5085159627381,-34.5929302418952,CONCORDIA,4475,CONCORDIA 4475,Villa Devoto,Comuna 11,1419,C1419AOG
-58.5096185323561,-34.5918362199091,CONCORDIA,4612,CONCORDIA 4612,Villa Devoto,Comuna 11,1419,C1419AOL
-58.4796294081746,-34.6229205167767,CONCORDIA,915,CONCORDIA 915,Villa Santa Rita,Comuna 11,1407,C1407DIQ
-58.471513085241,-34.6195378618672,CONDARCO,1082,CONDARCO 1082,Flores,Comuna 7,1406,C1406AFT
-58.4715225004368,-34.6195146878653,CONDARCO,1084,CONDARCO 1084,Flores,Comuna 7,1406,C1406AFT
-58.4738626030735,-34.6164088827147,CONDARCO,1380,CONDARCO 1380,Villa Santa Rita,Comuna 11,1416,C1416AQF
-58.4893555529208,-34.5976206349088,CONDARCO,3212,CONDARCO 3212,Villa Del Parque,Comuna 11,1417,C1417CZH
-58.4491387100036,-34.5781738786618,CONDE,674,CONDE 674,Colegiales,Comuna 13,1426,C1426AYN
-58.4503815708648,-34.5775724690089,CONDE,790,CONDE 790,Colegiales,Comuna 13,1426,C1426AYP
-58.4481131657252,-34.5747075589252,CONESA,728,CONESA 728,Colegiales,Comuna 13,1426,C1426AQP
-58.4623250921834,-34.555428733061,CONGRESO,2398,CONGRESO 2398,Belgrano,Comuna 13,1428,C1428BVJ
-58.4631280308322,-34.555670795539,CONGRESO AV.,2433,CONGRESO AV. 2433,Nu\u00f1ez,Comuna 13,1428,C1428BVK
-58.463184621268,-34.5558702383377,CONGRESO AV.,2480,CONGRESO AV. 2480,Belgrano,Comuna 13,1428,C1428BVL
-58.3995959931966,-34.6261205650538,CONSTITUCION,2480,CONSTITUCION 2480,San Cristobal,Comuna 3,1254,C1254AAN
-58.4012868736752,-34.6263930199144,CONSTITUCION,2582,CONSTITUCION 2582,San Cristobal,Comuna 3,1254,C1254AAP
-58.4018817929173,-34.6264860039379,CONSTITUCION,2620,CONSTITUCION 2620,San Cristobal,Comuna 3,1254,C1254AAR
-58.4461967247812,-34.58380649709,CORDOBA AV.,6091,CORDOBA AV. 6091,Chacarita,Comuna 15,1427,C1427BZA
-58.4273567179349,-34.5960704394828,CORDOBA AV.,4318,CORDOBA AV. 4318,Villa Crespo,Comuna 15,1414,C1414BAO
-58.4285301879318,-34.5953552528612,CORDOBA AV.,4420,CORDOBA AV. 4420,Villa Crespo,Comuna 15,1414,C1414BAP
-58.429549823158,-34.5947319919851,CORDOBA AV.,4540,CORDOBA AV. 4540,Villa Crespo,Comuna 15,1414,C1414BAQ
-58.4304677045861,-34.5941582435475,CORDOBA AV.,4618,CORDOBA AV. 4618,Villa Crespo,Comuna 15,1414,C1414BAR
-58.4316439849618,-34.5933718936415,CORDOBA AV.,4716,CORDOBA AV. 4716,Villa Crespo,Comuna 15,1414,C1414BAS
-58.432707057304,-34.5926638111613,CORDOBA AV.,4820,CORDOBA AV. 4820,Villa Crespo,Comuna 15,1414,C1414BAT
-58.4338106374508,-34.59192736589,CORDOBA AV.,4920,CORDOBA AV. 4920,Villa Crespo,Comuna 15,1414,C1414BAU
-58.4347267909489,-34.5913211751022,CORDOBA AV.,5022,CORDOBA AV. 5022,Villa Crespo,Comuna 15,1414,C1414BAV
-58.4356420005457,-34.5907107106274,CORDOBA AV.,5112,CORDOBA AV. 5112,Villa Crespo,Comuna 15,1414,C1414BAW
-58.4365461479324,-34.590111740187,CORDOBA AV.,5212,CORDOBA AV. 5212,Villa Crespo,Comuna 15,1414,C1414BAX
-58.47176750957,-34.5436093219685,CORREA,2399,CORREA 2399,Nu\u00f1ez,Comuna 13,1429,C1429DRK
-58.4724756605101,-34.5438795990635,CORREA,2435,CORREA 2435,Saavedra,Comuna 12,1429,C1429DRM
-58.3765519658903,-34.6033155628264,CORRIENTES AV.,699,CORRIENTES AV. 699,San Nicolas,Comuna 1,1043,C1043AAG
-58.3778421369681,-34.6033955053606,CORRIENTES AV.,787,CORRIENTES AV. 787,San Nicolas,Comuna 1,1043,C1043AAH
-58.379251749543,-34.6036475697553,CORRIENTES AV.,880,CORRIENTES AV. 880,San Nicolas,Comuna 1,1043,C1043AAV
-58.3722260207848,-34.6030474430377,CORRIENTES AV.,375,CORRIENTES AV. 375,San Nicolas,Comuna 1,1043,C1043AAD
-58.3736003551055,-34.6031316015707,CORRIENTES AV.,485,CORRIENTES AV. 485,San Nicolas,Comuna 1,1043,C1043AAE
-58.3764747739391,-34.6033108307183,CORRIENTES AV.,687,CORRIENTES AV. 687,San Nicolas,Comuna 1,1043,C1043AAG
-58.3776536055433,-34.6033839600379,CORRIENTES AV.,777,CORRIENTES AV. 777,San Nicolas,Comuna 1,1043,C1043AAH
-58.3792755423886,-34.6034793904417,CORRIENTES AV.,893,CORRIENTES AV. 893,San Nicolas,Comuna 1,1043,C1043AAI
-58.5064010032179,-34.6346422134234,CORTINA,432,CORTINA 432,Villa Luro,Comuna 10,1407,C1407BYH
-58.5106415182548,-34.6577156812869,COSQUIN,1892,COSQUIN 1892,Mataderos,Comuna 9,1440,C1440ELJ
-58.4747547384331,-34.6866920341357,COSQUIN,4886,COSQUIN 4886,Villa Riachuelo,Comuna 8,1439,C1439GRL
-58.3647010929986,-34.6006162225042,"COSSETTINI, OLGA",240,"COSSETTINI, OLGA 240",Puerto Madero,Comuna 1,1107,C1107CCF
-58.4331680383842,-34.5837760635915,COSTA RICA,5425,COSTA RICA 5425,Palermo,Comuna 14,1414,C1414BTA
-58.4467499548397,-34.5737858393277,CRAMER,674,CRAMER 674,Colegiales,Comuna 13,1426,C1426ANN
-58.4620164223711,-34.6072766466238,"CRUZ, JUANA INES DE LA, SOR",1686,"CRUZ, JUANA INES DE LA, SOR 1686",Caballito,Comuna 6,1416,C1416BWH
-58.4603018604874,-34.5545754663366,CUBA,2784,CUBA 2784,Belgrano,Comuna 13,1428,C1428AET
-58.5070616224031,-34.5928739089462,"CUBAS, JOSE",3424,"CUBAS, JOSE 3424",Villa Devoto,Comuna 11,1419,C1419GNB
-58.5077106337068,-34.5931536381486,"CUBAS, JOSE",3469,"CUBAS, JOSE 3469",Villa Devoto,Comuna 11,1419,C1419GNA
-58.5077963647291,-34.5932066186119,"CUBAS, JOSE",3475,"CUBAS, JOSE 3475",Villa Devoto,Comuna 11,1419,C1419GNA
-58.4496631638746,-34.6097613089804,CUCHA CUCHA,1087,CUCHA CUCHA 1087,Caballito,Comuna 6,1405,C1405AIK
-58.4557169721996,-34.6030908143636,CUCHA CUCHA,1770,CUCHA CUCHA 1770,Villa Crespo,Comuna 15,1416,C1416CJN
-58.4792080751127,-34.6210527489865,CUENCA,1050,CUENCA 1050,Villa Santa Rita,Comuna 11,1416,C1416BCD
-58.4745497250182,-34.6295708960534,CUENCA,190,CUENCA 190,Floresta,Comuna 10,1406,C1406ARB
-58.4883425082849,-34.6096334290072,CUENCA,2232,CUENCA 2232,Villa Del Parque,Comuna 11,1417,C1417AAB
-58.4887556008568,-34.6091697012287,CUENCA,2284,CUENCA 2284,Villa Del Parque,Comuna 11,1417,C1417AAB
-58.4896254851573,-34.6080648784764,CUENCA,2379,CUENCA 2379,Villa Del Parque,Comuna 11,1417,C1417AAC
-58.4905494274856,-34.6071566622199,CUENCA,2482,CUENCA 2482,Villa Del Parque,Comuna 11,1417,C1417AAF
-58.4915491248288,-34.6059122362381,CUENCA,2581,CUENCA 2581,Villa Del Parque,Comuna 11,1417,C1417AAG
-58.4924159211499,-34.604933906662,CUENCA,2679,CUENCA 2679,Villa Del Parque,Comuna 11,1417,C1417AAI
-58.4931401967635,-34.6041111304658,CUENCA,2779,CUENCA 2779,Villa Del Parque,Comuna 11,1417,C1417AAK
-58.493973810838,-34.6032147677867,CUENCA,2870,CUENCA 2870,Villa Del Parque,Comuna 11,1417,C1417AAN
-58.494556460634,-34.6024371201541,CUENCA,2990,CUENCA 2990,Villa Del Parque,Comuna 11,1417,C1417AAP
-58.4964830036658,-34.59986884758,CUENCA,3284,CUENCA 3284,Villa Del Parque,Comuna 11,1417,C1417ABD
-58.4972575521128,-34.5988365054256,CUENCA,3384,CUENCA 3384,Villa Del Parque,Comuna 11,1417,C1417ABF
-58.4980710576149,-34.5977532063399,CUENCA,3484,CUENCA 3484,Villa Del Parque,Comuna 11,1417,C1417ABH
-58.4988079281757,-34.5968984078029,CUENCA,3590,CUENCA 3590,Villa Devoto,Comuna 11,1419,C1419AAB
-58.4993533472343,-34.5962539060299,CUENCA,3682,CUENCA 3682,Villa Devoto,Comuna 11,1419,C1419AAD
-58.499867406828,-34.5955822940827,CUENCA,3737,CUENCA 3737,Agronomia,Comuna 15,1419,C1419AAE
-58.500181736129,-34.5953574464112,CUENCA,3790,CUENCA 3790,Agronomia,Comuna 15,1419,C1419AAF
-58.4759735014599,-34.626458896192,CUENCA,488,CUENCA 488,Floresta,Comuna 10,1406,C1406ARH
-58.4764933866436,-34.6253229530303,CUENCA,600,CUENCA 600,Floresta,Comuna 10,1406,C1406ARJ
-58.4768658045829,-34.6245045026021,CUENCA,676,CUENCA 676,Floresta,Comuna 10,1406,C1406ARL
-58.4773125972851,-34.6235331371662,CUENCA,770,CUENCA 770,Floresta,Comuna 10,1406,C1406ARN
-58.4777411999323,-34.6226233693599,CUENCA,898,CUENCA 898,Floresta,Comuna 10,1406,C1406ARP
-58.4539353025442,-34.6258697370551,,21,CURAPALIGUE 21,,,,
-58.4107888928892,-34.6298989871513,DANEL,1598,DANEL 1598,San Cristobal,Comuna 3,1242,C1242ADD
-58.5009231664614,-34.637852142399,,11,DANTE 11,,,,
-58.4238173181965,-34.5800328554343,DARREGUEYRA,2490,DARREGUEYRA 2490,Palermo,Comuna 14,1425,C1425FLR
-58.4237449887015,-34.5799483831159,DARREGUEYRA,2498,DARREGUEYRA 2498,Palermo,Comuna 14,1425,C1425FLR
-58.4452328982756,-34.5942194573689,DARWIN,597,DARWIN 597,Villa Crespo,Comuna 15,1414,C1414CUK
-58.4452012317233,-34.5940676145282,DARWIN,600,DARWIN 600,Villa Crespo,Comuna 15,1414,C1414CUL
-58.4726224440741,-34.6846294134711,"DE LA TORRE, LISANDRO",4767,"DE LA TORRE, LISANDRO 4767",Villa Riachuelo,Comuna 8,1439,C1439GFI
-58.3823121510568,-34.6091914142675,DE MAYO AV.,1108,DE MAYO AV. 1108,Monserrat,Comuna 1,1085,C1085ABO
-58.3835655430107,-34.609121152306,DE MAYO AV.,1211,DE MAYO AV. 1211,Monserrat,Comuna 1,1085,C1085ABC
-58.3851499731391,-34.6093875143568,DE MAYO AV.,1308,DE MAYO AV. 1308,Monserrat,Comuna 1,1085,C1085ABQ
-58.3867283116554,-34.6094952839989,DE MAYO AV.,1408,DE MAYO AV. 1408,Monserrat,Comuna 1,1085,C1085ABR
-58.3743365676715,-34.6086460281532,DE MAYO AV.,560,DE MAYO AV. 560,Monserrat,Comuna 1,1084,C1084AAN
-58.3744011242708,-34.6084876790222,DE MAYO AV.,575,DE MAYO AV. 575,Monserrat,Comuna 1,1084,C1084AAA
-58.3750494049337,-34.6086914115814,DE MAYO AV.,602,DE MAYO AV. 602,Monserrat,Comuna 1,1084,C1084AAO
-58.3752430459183,-34.6086999898334,DE MAYO AV.,620,DE MAYO AV. 620,Monserrat,Comuna 1,1084,C1084AAO
-58.3778067696293,-34.6088022689537,DE MAYO AV.,801,DE MAYO AV. 801,Monserrat,Comuna 1,1084,C1084AAD
-58.378072260401,-34.6088984343622,DE MAYO AV.,802,DE MAYO AV. 802,Monserrat,Comuna 1,1084,C1084AAQ
-58.379177123925,-34.6088980599056,DE MAYO AV.,899,DE MAYO AV. 899,Monserrat,Comuna 1,1084,C1084AAD
-58.3794009957194,-34.6089939892972,DE MAYO AV.,910,DE MAYO AV. 910,Monserrat,Comuna 1,1084,C1084AAR
-58.3794009957194,-34.6089939892972,DE MAYO AV.,916,DE MAYO AV. 916,Monserrat,Comuna 1,1084,C1084AAR
-58.3804329549874,-34.6089042713147,DE MAYO AV.,981,DE MAYO AV. 981,Monserrat,Comuna 1,1084,C1084AAE
-58.3802996572449,-34.6090557073442,DE MAYO AV.,984,DE MAYO AV. 984,Monserrat,Comuna 1,1084,C1084AAR
-58.4058367667702,-34.6244728744641,DEAN FUNES,1211,DEAN FUNES 1211,San Cristobal,Comuna 3,1244,C1244AAA
-58.3715111056413,-34.6200937063143,DEFENSA,1051,DEFENSA 1051,San Telmo,Comuna 1,1065,C1065AAS
-58.3713946900224,-34.6205532524731,DEFENSA,1092,DEFENSA 1092,San Telmo,Comuna 1,1065,C1065AAT
-58.3713182110636,-34.6215470692092,DEFENSA,1180,DEFENSA 1180,San Telmo,Comuna 1,1065,C1065AAV
-58.3712526587712,-34.6227505876273,DEFENSA,1284,DEFENSA 1284,San Telmo,Comuna 1,1143,C1143AAB
-58.3712526587712,-34.6227505876273,DEFENSA,1284,DEFENSA 1284,San Telmo,Comuna 1,1143,C1143AAB
-58.3710929572579,-34.625086965416,DEFENSA,1470,DEFENSA 1470,San Telmo,Comuna 1,1143,C1143AAF
-58.3710891204857,-34.6251379848773,DEFENSA,1490,DEFENSA 1490,San Telmo,Comuna 1,1143,C1143AAF
-58.3720206874655,-34.6100623212125,DEFENSA,190,DEFENSA 190,Monserrat,Comuna 1,1065,C1065AAB
-58.3719711167899,-34.612327102484,DEFENSA,395,DEFENSA 395,Monserrat,Comuna 1,1065,C1065AAE
-58.3716711053577,-34.6161580182806,DEFENSA,710,DEFENSA 710,San Telmo,Comuna 1,1065,C1065AAN
-58.3716190849233,-34.6175487005355,DEFENSA,820,DEFENSA 820,San Telmo,Comuna 1,1065,C1065AAP
-58.3714990931133,-34.6192737964619,DEFENSA,978,DEFENSA 978,San Telmo,Comuna 1,1065,C1065AAR
-58.4733910598654,-34.5413737711538,DEHEZA,2380,DEHEZA 2380,Nu\u00f1ez,Comuna 13,1429,C1429EAN
-58.4738922867751,-34.5415965344453,DEHEZA,2402,DEHEZA 2402,Saavedra,Comuna 12,1429,C1429EAP
-58.3899663612196,-34.6005266760688,DEL CARMEN,705,DEL CARMEN 705,San Nicolas,Comuna 1,1019,C1019AAA
-58.4503836758882,-34.5800074104817,DELGADO,588,DELGADO 588,Colegiales,Comuna 13,1426,C1426BDF
-58.5182826163948,-34.6094175375049,DESAGUADERO,3525,DESAGUADERO 3525,Villa Devoto,Comuna 11,1419,C1419BXA
-58.4788220395997,-34.6142631551741,"DIAZ, CESAR, GRAL.",2885,"DIAZ, CESAR, GRAL. 2885",Villa Santa Rita,Comuna 11,1416,C1416DWC
-58.4105484279841,-34.5894814614531,"DIAZ, CNEL. AV.",1870,"DIAZ, CNEL. AV. 1870",Palermo,Comuna 14,1425,C1425DQR
-58.4057576750502,-34.5824761729685,"DIAZ, CNEL. AV.",2596,"DIAZ, CNEL. AV. 2596",Palermo,Comuna 14,1425,C1425DQY
-58.4053430179655,-34.5816679158422,"DIAZ, CNEL. AV.",2690,"DIAZ, CNEL. AV. 2690",Palermo,Comuna 14,1425,C1425DQZ
-58.4106375168227,-34.5895851827286,"DIAZ, CNEL. AV.",1860,"DIAZ, CNEL. AV. 1860",Palermo,Comuna 14,1425,C1425DQR
-58.4642054084362,-34.6026514993483,"DICKMAN, ADOLFO, DR.",1476,"DICKMAN, ADOLFO, DR. 1476",Paternal,Comuna 15,1416,C1416EHL
-58.4642203472927,-34.6026994315717,"DICKMAN, ADOLFO, DR.",1480,"DICKMAN, ADOLFO, DR. 1480",Paternal,Comuna 15,1416,C1416EHL
-58.4766122656657,-34.6327450746374,,8,DOLORES 8,,,,
